cal_date,open,high,low,close,volume,mkt_cap
2015-02-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-03-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-04-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-05-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-06-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-07-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-08-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-09-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-10-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-11-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2015-12-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-01-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-02-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-03-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-04-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-05-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-06-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-27,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-28,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-07-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-03,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-04,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-10,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-11,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-15,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-16,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-17,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-18,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-22,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-23,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-24,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-25,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-26,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-29,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-30,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-08-31,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-01,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-02,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-05,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-06,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-07,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-08,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-09,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-12,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-13,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-14,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-19,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-20,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-21,95.0,95.0,80.0,82.92,5521039.02,0.0
2016-09-22,95.0,95.0,80.0,82.92,5521039.02,0.0
